id	Site	Viral Taxonomy
901	Brothers_NWCB_S146_NODE_159240_length_1621_cov_1.408300	r__;k__;p__;c__;o__;f__Fuselloviridae;g__;s__
901	Brothers_NWCB_S141_vRhyme_bin_193	r__;k__;p__;c__;o__;f__Fuselloviridae;g__;s__
902	Brothers_NWCB_S012_NODE_383_length_40053_cov_5.175925	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
902	Brothers_NWCB_S139_NODE_66046_length_2833_cov_0.715078	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
902	Brothers_NWCB_S141_vRhyme_bin_69	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
903	Brothers_NWCB_S012_NODE_3856_length_10914_cov_8.702698	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
903	Brothers_NWCB_S139_NODE_46598_length_3540_cov_0.835042	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
903	Brothers_NWCB_S139_NODE_92325_length_2262_cov_1.064637	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
904	Brothers_NWCB_S012_NODE_42065_length_2686_cov_1.111372	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
904	Brothers_NWCB_S139_NODE_24743_length_5202_cov_0.952906	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
904	ELSC_Bowl_M2_NODE_494_length_48746_cov_3.050577	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
905	Brothers_NWCB_S012_NODE_42287_length_2677_cov_1.250980	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
905	ELSC_Mariner_M10_NODE_37358_length_2275_cov_0.661546	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
905	ELSC_Mariner_M17_NODE_1015_length_29382_cov_40.777987_fragment_1	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
906	Brothers_NWCB_S012_NODE_46343_length_2531_cov_1.268719	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
906	Brothers_NWCB_S139_NODE_219216_length_1215_cov_0.726103	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
906	Brothers_NWCB_S146_NODE_106578_length_2043_cov_1.046973	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
907	Brothers_NWCB_S012_NODE_464_length_36292_cov_3.323434	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
907	Brothers_NWCB_S139_NODE_58080_length_3079_cov_0.951220	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
907	Brothers_NWCB_S139_vRhyme_bin_155	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
908	Brothers_NWCB_S012_NODE_46907_length_2512_cov_1.128721	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
908	Brothers_NWCB_S140_NODE_39980_length_3286_cov_1.025958	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
908	Brothers_NWCB_S141_vRhyme_bin_199	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
909	Brothers_NWCB_S012_NODE_5149_length_9283_cov_6.503386	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
909	Brothers_NWCB_S141_NODE_9322_length_8160_cov_3.909623	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
909	Brothers_NWCB_S146_NODE_7955_length_7780_cov_2.756435	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
910	Brothers_NWCB_S012_NODE_5248_length_9170_cov_53.111910	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
910	Brothers_NWCB_S139_NODE_14523_length_7047_cov_4.324277	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
910	Brothers_NWCB_S140_NODE_5750_length_7988_cov_3.200356	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
911	Brothers_NWCB_S012_NODE_5602_length_8812_cov_1.823489	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
911	Brothers_NWCB_S139_NODE_750_length_34556_cov_525.643266	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
911	Brothers_NWCB_S140_NODE_148_length_33865_cov_2.108661	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
912	Brothers_NWCB_S012_NODE_5881_length_8549_cov_2.024222	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
912	Brothers_NWCB_S139_NODE_32646_length_4411_cov_1.026144	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
912	Brothers_NWCB_S146_NODE_41065_length_3447_cov_1.306627	#N/A
913	Brothers_NWCB_S012_NODE_61512_length_2119_cov_1.056727	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
913	Brothers_NWCB_S141_NODE_609_length_38865_cov_4.884377	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
913	Brothers_NWCB_S012_vRhyme_bin_152	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
914	Brothers_NWCB_S012_NODE_76927_length_1835_cov_0.792740	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
914	Brothers_NWCB_S141_NODE_948_length_30628_cov_5.556998	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
914	Brothers_NWCB_S139_vRhyme_bin_239	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
915	Brothers_NWCB_S012_NODE_79658_length_1793_cov_1.585234	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
915	Brothers_NWCB_S140_NODE_8603_length_6744_cov_2.781925	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
915	ELSC_Mariner_M17_vRhyme_bin_181	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
916	Brothers_NWCB_S139_NODE_1039_length_28824_cov_40.431683	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
916	Brothers_NWCB_S140_NODE_7665_length_7103_cov_2.156107	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
916	Brothers_NWCB_S140_vRhyme_bin_127	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
917	Brothers_NWCB_S139_NODE_11417_length_8034_cov_1.577210	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
917	Brothers_NWCB_S140_NODE_16570_length_5044_cov_1.179378	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
917	ELSC_Bowl_M2_NODE_500_length_48282_cov_9.439581	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
918	Brothers_NWCB_S139_NODE_124844_length_1833_cov_0.837046	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
918	Brothers_NWCB_S139_NODE_28190_length_4819_cov_0.794118	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
918	Brothers_NWCB_S141_NODE_412_length_46186_cov_16.461886	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
919	Brothers_NWCB_S139_NODE_13785_length_7243_cov_0.875211	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
919	Brothers_NWCB_S146_NODE_202367_length_1405_cov_0.619718	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
919	ELSC_Abe_A3_NODE_790_length_24372_cov_5.859352	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
920	Brothers_NWCB_S139_NODE_18582_length_6128_cov_3.917847	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
920	Brothers_NWCB_S140_NODE_28362_length_3909_cov_5.284770	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
920	Brothers_NWCB_S140_vRhyme_bin_152	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
921	Brothers_NWCB_S139_NODE_22938_length_5431_cov_1.427225	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
921	Brothers_NWCB_S141_NODE_69498_length_2047_cov_1.730729	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
921	Brothers_NWCB_S012_vRhyme_bin_168	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
922	Brothers_NWCB_S139_NODE_23306_length_5385_cov_1.909471	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
922	Brothers_NWCB_S139_NODE_6275_length_11174_cov_1.495881	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
922	Brothers_NWCB_S146_NODE_2471_length_12901_cov_1.710975	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
923	Brothers_NWCB_S139_NODE_24199_length_5268_cov_4.361992	#N/A
923	Brothers_NWCB_S141_NODE_33313_length_3494_cov_3.874072	#N/A
923	Brothers_NWCB_S146_NODE_39938_length_3496_cov_5.069160	#N/A
924	Brothers_NWCB_S139_NODE_275_length_56654_cov_5.032055	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
924	Brothers_NWCB_S146_NODE_10148_length_6945_cov_1.310502	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
924	Brothers_NWCB_S146_NODE_187158_length_1473_cov_0.729569	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
925	Brothers_NWCB_S139_NODE_28130_length_4824_cov_1.122844	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
925	Brothers_NWCB_S141_NODE_28888_length_3857_cov_1.061662	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
925	Brothers_NWCB_S146_NODE_110318_length_2003_cov_0.961087	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
926	Brothers_NWCB_S139_NODE_30345_length_4610_cov_9.671202	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
926	Brothers_NWCB_S141_NODE_29090_length_3839_cov_2.078394	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
926	Brothers_NWCB_S146_NODE_17593_length_5308_cov_4.296275	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
927	Brothers_NWCB_S139_NODE_40180_length_3885_cov_1.811336	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
927	Brothers_NWCB_S141_NODE_35484_length_3343_cov_44.801617	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
927	Brothers_NWCB_S146_NODE_85540_length_2312_cov_3.705721	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
928	Brothers_NWCB_S141_NODE_5485_length_11414_cov_3.592363	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
928	Brothers_NWCB_S146_NODE_8770_length_7434_cov_5.660463	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
928	Brothers_NWCB_S146_vRhyme_bin_137	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
929	Brothers_NWCB_S139_NODE_408_length_45564_cov_15.392279	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
929	ELSC_Mariner_M17_NODE_372_length_45687_cov_1.860953	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
929	Brothers_NWCB_S146_vRhyme_bin_185	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
930	Brothers_NWCB_S139_NODE_478_length_42900_cov_13.109017	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
930	Brothers_NWCB_S141_NODE_539_length_40914_cov_5.073185	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
930	ELSC_Tui_Malila_134-614_scaffold_146_c1	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
931	Brothers_NWCB_S139_NODE_4964_length_12637_cov_3.951479	r__Adnaviria;k__Zilligvirae;p__Taleaviricota;c__Tokiviricetes;o__Ligamenvirales;f__;g__;s__
931	Brothers_NWCB_S146_NODE_132509_length_1805_cov_1.094160	r__Adnaviria;k__Zilligvirae;p__Taleaviricota;c__Tokiviricetes;o__Ligamenvirales;f__;g__;s__
931	Brothers_NWCB_S140_vRhyme_bin_156	r__Adnaviria;k__Zilligvirae;p__Taleaviricota;c__Tokiviricetes;o__Ligamenvirales;f__;g__;s__
932	Brothers_NWCB_S139_NODE_65779_length_2840_cov_13.253962	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
932	Brothers_NWCB_S140_NODE_214330_length_1238_cov_2.711071	#N/A
932	Brothers_NWCB_S146_NODE_92682_length_2212_cov_1.509353	#N/A
933	Brothers_NWCB_S139_NODE_691_length_35808_cov_3.825033	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
933	ELSC_Bowl_M2_NODE_12788_length_8529_cov_1.935849	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
933	ELSC_Bowl_M2_NODE_1382_length_28104_cov_2.999750	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
934	Brothers_NWCB_S139_NODE_71010_length_2700_cov_1.638943	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
934	ELSC_Mariner_M17_NODE_134840_length_1504_cov_2.309368	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
934	ELSC_Tui_Malila_T2_NODE_189_length_70160_cov_5.207188_fragment_1	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
935	Brothers_NWCB_S139_NODE_712_length_35295_cov_4.920951	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
935	Brothers_NWCB_S146_NODE_26176_length_4355_cov_1.182356	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
935	Brothers_NWCB_S146_NODE_56298_length_2912_cov_1.068582	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
936	Brothers_NWCB_S139_NODE_89863_length_2305_cov_3.878329	#N/A
936	Brothers_NWCB_S140_NODE_77322_length_2293_cov_1.666667	#N/A
936	ELSC_Tui_Malila_134-614_scaffold_24562_c1	#N/A
937	Brothers_NWCB_S140_NODE_122073_length_1756_cov_0.612032	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
937	Brothers_UC_S010_NODE_32960_length_2408_cov_1.746602	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
937	MAR_Rainbow_354-166_vRhyme_bin_9	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
938	Brothers_NWCB_S140_NODE_25633_length_4110_cov_12.184785	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
938	Brothers_NWCB_S141_NODE_50568_length_2604_cov_21.102543	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
938	Brothers_NWCB_S146_NODE_93942_length_2194_cov_12.024673	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
939	Brothers_NWCB_S140_NODE_314_length_24560_cov_2.857570_fragment_1	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
939	Brothers_NWCB_S141_NODE_977_length_30308_cov_22.970876_fragment_1	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
939	ELSC_Mariner_M17_NODE_12259_length_7503_cov_0.883541	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
940	Brothers_NWCB_S140_NODE_408_length_21654_cov_2.075951	r__;k__;p__;c__;o__;f__;g__;s__
940	Brothers_NWCB_S146_NODE_6011_length_8818_cov_4.529168	r__Adnaviria;k__Zilligvirae;p__Taleaviricota;c__Tokiviricetes;o__Ligamenvirales;f__;g__;s__
940	Brothers_NWCB_S141_vRhyme_bin_132	r__Adnaviria;k__Zilligvirae;p__Taleaviricota;c__Tokiviricetes;o__Ligamenvirales;f__;g__;s__
941	Brothers_NWCB_S140_NODE_42816_length_3170_cov_10.006572	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
941	Brothers_NWCB_S146_NODE_185540_length_1480_cov_2.064302	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
941	Brothers_NWCB_S146_NODE_8607_length_7491_cov_1.869772	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
942	Brothers_NWCB_S140_NODE_53_length_51755_cov_2.813318	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
942	Brothers_NWCB_S146_NODE_54941_length_2949_cov_4.083274	#N/A
942	Brothers_NWCB_S146_NODE_9079_length_7307_cov_3.135655	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
943	Brothers_NWCB_S141_NODE_13610_length_6407_cov_3.492675	#N/A
943	Brothers_NWCB_S146_NODE_6342_length_8598_cov_3.252627	#N/A
943	Brothers_NWCB_S012_vRhyme_bin_104	#N/A
944	Brothers_NWCB_S141_NODE_17122_length_5519_cov_2.828635	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
944	Brothers_NWCB_S146_NODE_73308_length_2517_cov_2.423431	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
944	ELSC_Abe_A1_vRhyme_bin_195	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
945	Brothers_NWCB_S141_NODE_175_length_73785_cov_5.894784_fragment_3	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
945	Brothers_NWCB_S146_NODE_72528_length_2532_cov_1.201663	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
945	Brothers_NWCB_S146_vRhyme_bin_199	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
946	Brothers_NWCB_S141_NODE_19571_length_5033_cov_4.422340	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
946	Brothers_NWCB_S141_NODE_9472_length_8078_cov_7.146648	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
946	Brothers_NWCB_S146_NODE_26968_length_4290_cov_1.557771	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
947	Brothers_NWCB_S141_NODE_23788_length_4416_cov_2.813243	#N/A
947	ELSC_Abe_A1_NODE_20502_length_4723_cov_32.888381	#N/A
947	ELSC_Tui_Malila_134-614_scaffold_1531_c1	#N/A
948	Brothers_NWCB_S141_NODE_37209_length_3233_cov_1.157759	#N/A
948	ELSC_Abe_A1_NODE_77348_length_2506_cov_3.646070	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
948	ELSC_Tui_Malila_T11_NODE_12510_length_5338_cov_1.200537	#N/A
949	Brothers_NWCB_S141_NODE_39543_length_3093_cov_4.524612	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
949	Brothers_NWCB_S146_NODE_113261_length_1974_cov_3.999459	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
949	Brothers_NWCB_S139_vRhyme_bin_215	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
950	Brothers_NWCB_S141_NODE_43514_length_2901_cov_1.439438	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
950	Brothers_NWCB_S146_NODE_1161_length_17618_cov_5.468012	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
950	ELSC_Abe_A3_NODE_10820_length_7704_cov_6.555893	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
951	Brothers_NWCB_S141_NODE_55464_length_2431_cov_9.849392	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
951	Brothers_NWCB_S146_NODE_34969_length_3750_cov_32.572454	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
951	ELSC_Bowl_M2_NODE_22840_length_6098_cov_4.003684	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
952	Brothers_NWCB_S141_NODE_886_length_31902_cov_4.081039	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
952	Brothers_NWCB_S146_NODE_81549_length_2374_cov_2.316422	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
952	Brothers_NWCB_S146_NODE_9024_length_7329_cov_6.212858	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
953	Brothers_NWCB_S141_NODE_900_length_31615_cov_10.353532_fragment_1	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
953	Brothers_NWCB_S146_NODE_65631_length_2676_cov_8.402903	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
953	Brothers_NWCB_S140_vRhyme_bin_103	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
954	Brothers_NWCB_S146_NODE_29085_length_4126_cov_2.196049	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
954	ELSC_Mariner_M10_NODE_14308_length_4318_cov_8.569077	#N/A
954	ELSC_Mariner_M17_NODE_66148_length_2530_cov_37.126509	#N/A
955	Brothers_NWCB_S146_NODE_76299_length_2463_cov_2.025685	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
955	ELSC_Tui_Malila_134-614_scaffold_3422_c1	r__;k__;p__;c__;o__;f__;g__;s__
955	ELSC_Tui_Malila_T2_NODE_7081_length_11352_cov_6.120267	r__;k__;p__;c__;o__;f__;g__;s__
956	Brothers_UC_S010_NODE_14478_length_3777_cov_82.619452	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
956	Brothers_UC_S147_NODE_9223_length_3259_cov_7.603129	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
956	Brothers_Diffuse_S009_vRhyme_bin_8	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
957	Brothers_UC_S010_NODE_171_length_37969_cov_11.721473	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
957	ELSC_Mariner_M10_NODE_6199_length_7324_cov_0.986939	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
957	Brothers_UC_S011_vRhyme_bin_29	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
958	Brothers_UC_S010_NODE_48904_length_1914_cov_91.390599	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__;f__;g__;s__
