Host.genus	Virus	KB	contig_length	checkv_quality	provirus	gene_count	viral_genes	completeness	contamination	warnings	AAI.to.closest.RaFAH.reference	Confidence.score	List.of.methods
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_NWCB_S139_vRhyme_bin_230	17164	18664	Low-quality	No	21	8	31.53	0		43.01	90.8	blast;93.20
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_NWCB_S139_vRhyme_bin_83	8256	11256	Low-quality	No	15	3	7.25	0		10.38	90.8	blast;93.20 iPHoP-RF;53.80
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_NWCB_S140_vRhyme_bin_61	9356	10856	Low-quality	No	11	9	18.68	0		45.4	90.9	blast;93.30 iPHoP-RF;72.40
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_NWCB_S141_vRhyme_bin_135	27941	29441	Medium-quality	No	45	14	70.73	0		17.69	90.2	blast;92.70 iPHoP-RF;67.70
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_NWCB_S141_vRhyme_bin_186	26526	29526	Medium-quality	No	42	9	82.41	0		2.58	92.2	CRISPR;94.40 iPHoP-RF;69.10
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_NWCB_S146_vRhyme_bin_141	29371	30871	Medium-quality	No	47	10	86.17	0		2.58	97.3	CRISPR;98.10 iPHoP-RF;53.30
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_NWCB_S146_vRhyme_bin_45	23431	29431	Medium-quality	No	27	11	70.87	0		50.88	91.6	blast;93.90 iPHoP-RF;71.30
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	ELSC_Bowl_M2_vRhyme_bin_181	11909	13409	Low-quality	No	16	8	23.78	0		33.88	91.6	blast;93.90
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	ELSC_Bowl_M2_vRhyme_bin_223	29132	33632	Medium-quality	No	46	18	85.12	0		30.85	90	blast;92.50 iPHoP-RF;80.80
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	ELSC_Bowl_M2_vRhyme_bin_229	16826	19826	Low-quality	No	35	5	27.8	0		8.13	90.6	blast;93.00
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	ELSC_Mariner_M17_vRhyme_bin_141	73382	80882	High-quality	No	84	26	100	0		55.69	91.6	blast;93.90 iPHoP-RF;73.50
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	ELSC_Tui_Malila_134-614_vRhyme_bin_27	47182	66682	High-quality	No	76	27	90.43	0		17.28	91.5	blast;93.80
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	ELSC_Tui_Malila_134-614_vRhyme_bin_33	13215	16215	Low-quality	No	23	7	29.59	0		48.59	90.3	blast;92.80 iPHoP-RF;69.80
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	ELSC_Vai_Lili_V2_vRhyme_bin_29	16556	21056	Low-quality	No	26	7	37.19	0		37.28	90.1	blast;92.60
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	MAR_Lucky_356-308_vRhyme_bin_11	22033	28033	Medium-quality	No	28	10	53.98	0		49.53	91.6	blast;93.90
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	MAR_Lucky_356-308_vRhyme_bin_12	8596	10096	Low-quality	No	13	4	20.56	0		38.84	90.1	blast;92.60 iPHoP-RF;67.70
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_NWCA_S144_NODE_135_length_39322_cov_2.066309	39322	39322	High-quality	No	61	14	100	0		2.58	97	CRISPR;97.90
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_NWCB_S012_NODE_69_length_82981_cov_18.844027_fragment_2	10997	10997	Low-quality	No	16	3	13.47	0		7.42	91.4	blast;93.70 iPHoP-RF;84.20
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_NWCB_S012_NODE_13681_length_5236_cov_4.085927	5236	5236	Low-quality	No	7	4	8.88	0		50.51	91.5	blast;93.80
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_NWCB_S012_NODE_4455_length_10124_cov_9.090127	10124	10124	Low-quality	No	12	6	16.39	0		40.21	91.6	blast;93.90
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_NWCB_S140_NODE_6155_length_7776_cov_12.708851	7776	7776	Low-quality	No	10	3	21.57	0		2.59	92.6	CRISPR;94.70 iPHoP-RF;51.20
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_NWCB_S140_NODE_8070_length_6941_cov_4.422659	6941	6941	Low-quality	No	6	1	12.08	0		39.53	90.9	blast;93.30 iPHoP-RF;75.00
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_NWCB_S141_NODE_3152_length_15809_cov_3.011797_fragment_1	5381	5381	Low-quality	No	10	1	2.64	0		13.56	91.6	blast;93.90 iPHoP-RF;76.60
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	Brothers_UC_S147_NODE_3285_length_5575_cov_1.950624	5575	5575	Low-quality	No	10	6	9.5	0		64.12	91.6	blast;93.90 iPHoP-RF;53.80
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	ELSC_Mariner_131-447_scaffold_77_c1_fragment_1	18649	18649	Low-quality	Yes	21	11	26.83	19.99		55.47	90.1	blast;92.60 iPHoP-RF;62.70
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__	MAR_Lucky_356-308_scaffold_12770_c1	5057	5057	Low-quality	No	9	1	2.74	0		5.81	90.3	blast;92.80
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__	Brothers_NWCB_S012_vRhyme_bin_186	72371	73871	Medium-quality	No	80	17	54.01	0	low-confidence DTR	9.61	93.8	CRISPR;95.60
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__	ELSC_Bowl_M2_vRhyme_bin_263	9943	11443	Low-quality	No	16	1	13.21	0		4.12	90	blast;92.50 iPHoP-RF;58.70
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__	Brothers_NWCB_S141_NODE_500_length_42161_cov_9.336680	42161	42161	Low-quality	No	65	14	48.61	0		4.51	98.7	CRISPR;99.00 iPHoP-RF;82.20
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__	Brothers_NWCB_S141_NODE_855_length_32454_cov_13.430414	32454	32454	Medium-quality	No	42	6	69.94	0		6.13	98.7	CRISPR;99.00 iPHoP-RF;86.30
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__	Brothers_NWCB_S141_NODE_1338_length_25450_cov_2.600245	25450	25450	Low-quality	No	44	1	31.92	0		3.59	98.7	CRISPR;99.00 iPHoP-RF;81.40
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365	Brothers_NWCB_S139_vRhyme_bin_294	8819	10319	Low-quality	No	14	5	13.96	0		4.5	90.2	blast;92.70 iPHoP-RF;54.60
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-140;f__SZUA-140;g__SZUA-76	Brothers_NWCB_S012_vRhyme_bin_167	25429	26929	Medium-quality	No	33	11	52.48	0		4.32	98.5	CRISPR;98.90
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-140;f__SZUA-140;g__SZUA-76	Brothers_NWCB_S140_vRhyme_bin_51	43596	45096	Medium-quality	No	68	16	87.63	0		4.32	98.7	CRISPR;99.00 blast;92.20 iPHoP-RF;70.90
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-140;f__SZUA-140;g__SZUA-76	Brothers_NWCB_S146_vRhyme_bin_50	18402	19902	Low-quality	No	15	1	9.18	0		3.68	91.2	blast;93.60 iPHoP-RF;74.60
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-140;f__SZUA-140;g__	Brothers_NWCB_S139_NODE_712_length_35295_cov_4.920951	35295	35295	Medium-quality	No	50	9	70.08	0		5.88	91.6	blast;93.90
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__;g__	Brothers_NWCB_S141_vRhyme_bin_136	155479	158479	Medium-quality	No	183	9	79.71	0		4.14	92.1	CRISPR;94.30
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__;g__	Brothers_NWCB_S141_vRhyme_bin_204	16499	17999	Medium-quality	No	20	8	51.4	0		6.05	91.6	blast;93.90 iPHoP-RF;51.70
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__;g__	Brothers_NWCB_S141_vRhyme_bin_81	45471	48471	Medium-quality	No	58	5	76.7	0		8.72	90.8	blast;93.20 iPHoP-RF;76.60
d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__NICIL-2;g__	Brothers_NWCB_S146_vRhyme_bin_146	14359	15859	Low-quality	No	28	1	8.6	0		4.37	91.6	blast;93.90 iPHoP-RF;92.10 CRISPR;76.80
d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__NICIL-2;g__	Brothers_NWCB_S012_NODE_11459_length_5800_cov_2.279394	5800	5800	Low-quality	No	9	1	14.55	0		7.38	93.6	CRISPR;95.50 blast;93.40 iPHoP-RF;83.90
d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__NICIL-2;g__	Brothers_NWCB_S140_NODE_84_length_43433_cov_2.190805_fragment_1	19635	19635	Low-quality	No	39	1	10.65	0		4.37	91.2	blast;93.60 iPHoP-RF;80.00 CRISPR;72.60
d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__NICIL-2;g__	Brothers_NWCB_S146_NODE_1444_length_16139_cov_1.444104	16139	16139	Low-quality	No	20	4	24.18	0		2.7	96.6	CRISPR;97.60 iPHoP-RF;66.00
d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__NICIL-2;g__	ELSC_Tui_Malila_T10_NODE_1330_length_14901_cov_6.181400	14901	14901	Low-quality	No	22	3	8.92	0		5.59	97.6	CRISPR;98.30 blast;93.90 iPHoP-RF;55.70
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Ghiorsea	Brothers_NWCA_S144_vRhyme_bin_6	273644	332144	High-quality	No	326	64	99.91	0		9.16	90.3	blast;92.80
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Ghiorsea	Brothers_NWCA_S145_vRhyme_bin_32	76996	81496	High-quality	No	88	14	100	0	contig >1.5x longer than expected genome length	7.06	91.6	blast;93.90 iPHoP-RF;69.80
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Ghiorsea	Brothers_NWCA_S145_vRhyme_bin_75	12833	15833	Low-quality	No	24	1	11.34	0		4.34	90.1	blast;92.60
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Ghiorsea	ELSC_Bowl_M2_NODE_3478_length_17526_cov_2.584459	17526	17526	Low-quality	No	32	16	32.79	0		7.48	95	CRISPR;96.50 iPHoP-RF;74.60
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Ghiorsea	ELSC_Mariner_131-447_scaffold_5566_c1	7817	7817	Low-quality	No	13	11	20.48	0		24.61	91.4	iPHoP-RF;93.70
d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Ghiorsea	ELSC_Mariner_131-447_scaffold_675_c1_fragment_1	22973	22973	Low-quality	Yes	26	8	32.55	3.01		5.68	91.6	blast;93.90 iPHoP-RF;71.70
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__;g__	Brothers_NWCB_S141_vRhyme_bin_198	14378	15878	Low-quality	No	24	4	21.1	0		6.19	91.6	blast;93.90 iPHoP-RF;61.40
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__;g__	Brothers_NWCB_S141_vRhyme_bin_70	13354	16354	Low-quality	No	23	8	35.5	0		9.91	93.5	blast;95.40 iPHoP-RF;69.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__;g__	Brothers_NWCB_S146_NODE_8770_length_7434_cov_5.660463	7434	7434	Low-quality	No	11	2	11.21	0		5.55	91.5	blast;93.80 iPHoP-RF;72.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCA_S143_vRhyme_bin_45	12953	14453	Low-quality	No	14	4	15.02	0		5.4	91.8	blast;94.10 iPHoP-RF;89.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCA_S144_vRhyme_bin_15	17582	20582	Low-quality	No	23	2	15.58	0		9.68	92.6	blast;94.70 iPHoP-RF;74.60
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCA_S144_vRhyme_bin_17	19508	24008	Low-quality	No	26	8	42.77	0		7.13	92.6	CRISPR;94.70 blast;93.60 iPHoP-RF;92.10
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S012_vRhyme_bin_10	18811	26311	Low-quality	No	32	8	42.69	0		4.59	92.5	blast;94.60 iPHoP-RF;89.50
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S012_vRhyme_bin_119	30032	31532	Low-quality	No	51	18	46.74	0		17.62	91.6	blast;93.90 iPHoP-RF;86.30
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S012_vRhyme_bin_121	12565	17065	Low-quality	No	21	6	22.35	0		6.18	90.3	blast;92.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S012_vRhyme_bin_126	9071	12071	Low-quality	No	13	6	17.87	0		7.46	90.4	blast;92.90 iPHoP-RF;79.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S012_vRhyme_bin_15	88135	101635	High-quality	No	145	26	93.29	0		23.36	94.5	blast;96.10
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S012_vRhyme_bin_8	37393	49393	Medium-quality	No	56	10	84.03	0		12.1	95.3	iPHoP-RF;96.70 blast;91.30 CRISPR;76.20
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S139_vRhyme_bin_263	5959	7459	Low-quality	No	11	2	12.9	0		7.39	90.6	blast;93.00 iPHoP-RF;66.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S141_vRhyme_bin_111	54057	61557	Medium-quality	No	81	18	81.3	0		13.2	90.9	blast;93.30 iPHoP-RF;65.30
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S141_vRhyme_bin_162	27413	28913	Low-quality	No	46	11	37.83	0		7.46	93	blast;95.00 iPHoP-RF;88.50 CRISPR;57.10
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S141_vRhyme_bin_171	12343	15343	Low-quality	No	15	3	36.42	0		4.06	96.7	CRISPR;97.70
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S141_vRhyme_bin_190	31488	32988	Low-quality	No	44	8	32.68	0		4.11	95.9	CRISPR;97.10 blast;93.30 iPHoP-RF;84.50
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S141_vRhyme_bin_39	77000	92000	High-quality	No	111	17	90.35	0		8.83	98.4	CRISPR;98.80 blast;91.00 iPHoP-RF;78.00
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S141_vRhyme_bin_53	176726	194726	High-quality	No	232	68	100	0	contig >1.5x longer than expected genome length	34	96.3	CRISPR;97.40 blast;93.20 iPHoP-RF;74.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S141_vRhyme_bin_55	19796	21296	Low-quality	No	37	5	22.42	0		4.22	98.2	CRISPR;98.70
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S141_vRhyme_bin_78	103123	112123	High-quality	No	151	39	95.62	0		30.23	95.9	iPHoP-RF;97.10 CRISPR;96.90 blast;93.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S146_vRhyme_bin_15	76763	90263	High-quality	No	123	13	90.01	0		7.44	91.6	blast;93.90 iPHoP-RF;71.70
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S146_vRhyme_bin_89	32163	38163	Low-quality	No	46	12	45.16	0		7.22	96	CRISPR;97.20 blast;94.90 iPHoP-RF;80.60
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Abe_A1_vRhyme_bin_76	150326	171326	High-quality	Yes	219	23	99.74	3.66		5.61	99.6	CRISPR;99.60
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Abe_A3_vRhyme_bin_6	69358	90358	High-quality	No	107	11	94.95	0		7.57	96	CRISPR;97.20
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Abe_A3_vRhyme_bin_9	245904	310404	High-quality	No	345	55	97.78	0		17.57	91	blast;93.40
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Bowl_M1_vRhyme_bin_10	32141	42641	Medium-quality	No	55	5	56.36	0		5.8	94.9	iPHoP-RF;96.40 blast;90.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Bowl_M1_vRhyme_bin_20	66900	83400	High-quality	No	108	21	95.17	0		16.17	97.6	CRISPR;98.30 blast;93.60 iPHoP-RF;92.10
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Mariner_M10_vRhyme_bin_64	22574	28574	Low-quality	No	29	8	46.31	0		12.6	91.2	blast;93.60 iPHoP-RF;91.10
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Mariner_M17_vRhyme_bin_108	20104	24604	Low-quality	No	28	10	39.66	0		3.36	93.8	blast;95.60 iPHoP-RF;91.40
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Mariner_M17_vRhyme_bin_12	558158	616658	High-quality	No	651	137	100	0		29.68	96.6	CRISPR;97.60 blast;73.30
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Mariner_M17_vRhyme_bin_15	59616	71616	Medium-quality	No	86	13	89.25	0		21.53	90.8	blast;93.20 iPHoP-RF;64.00 CRISPR;54.40
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Mariner_M17_vRhyme_bin_70	95359	110359	Low-quality	Yes	124	16	38.89	6.94		23.5	94.3	blast;96.00 CRISPR;86.20
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Tui_Malila_134-614_vRhyme_bin_3	134512	173512	High-quality	No	192	41	98.14	0		20.57	90.8	blast;93.20
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Tui_Malila_134-614_vRhyme_bin_71	22363	23863	Low-quality	No	37	6	47.21	0		12.56	91.8	CRISPR;94.10 blast;90.70 iPHoP-RF;87.90
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Tui_Malila_T10_vRhyme_bin_1	39157	43657	High-quality	No	58	12	96.58	0		11.9	98.7	CRISPR;99.00 iPHoP-RF;60.60
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Tui_Malila_T10_vRhyme_bin_40	36469	39469	Medium-quality	No	59	16	74.04	0		12.54	97.5	CRISPR;98.20 blast;95.30 iPHoP-RF;91.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	EPR_PIR-30_vRhyme_bin_6	75198	93198	High-quality	No	99	27	91.36	0		21.53	95	blast;96.50 iPHoP-RF;80.30
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	MAR_Lucky_356-284_vRhyme_bin_5	90712	104212	High-quality	No	128	22	95.9	0		6.95	94.7	blast;96.30 iPHoP-RF;76.80 CRISPR;68.10
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	MAR_Rainbow_354-166_vRhyme_bin_53	45078	55578	Medium-quality	No	69	13	83.64	0		10.7	90.2	blast;92.70 iPHoP-RF;61.90
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S012_NODE_122_length_67297_cov_45.473500_fragment_1	16407	16407	Low-quality	No	15	4	19.69	0		5.4	90.9	blast;93.30 iPHoP-RF;88.50
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S139_NODE_4178_length_13851_cov_3.804066	13851	13851	Low-quality	No	22	7	28.37	0		4	90.2	blast;92.70 iPHoP-RF;92.40 CRISPR;83.10
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S139_NODE_13614_length_7289_cov_5.419436	7289	7289	Low-quality	No	8	4	7.55	0		4.85	92	blast;94.20 iPHoP-RF;79.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S141_NODE_16291_length_5701_cov_26.927162	5701	5701	Low-quality	No	10	6	11.83	0		6.45	93.9	blast;95.70 iPHoP-RF;80.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	Brothers_NWCB_S146_NODE_684_length_21370_cov_3.071883	21370	21370	Low-quality	No	27	4	39.44	0		3.7	91.2	CRISPR;93.60 iPHoP-RF;85.40
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Abe_A3_NODE_349_length_34067_cov_2.628197	34067	34067	Medium-quality	No	49	11	52.52	0		11.95	98.7	CRISPR;99.00 iPHoP-RF;86.30
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Bowl_M1_NODE_6_length_209350_cov_4.228292_fragment_1	36085	36085	Low-quality	No	59	14	44	0		7	93.4	blast;95.30 iPHoP-RF;91.80 CRISPR;69.70
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Tui_Malila_134-614_scaffold_8157_c1	6989	6989	Low-quality	No	7	3	8.56	0		5.54	95.3	iPHoP-RF;96.70 blast;94.20
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Tui_Malila_134-614_scaffold_175_c1	39805	39805	Low-quality	No	52	6	44.87	0		5.08	96.3	CRISPR;97.40 iPHoP-RF;90.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Tui_Malila_T10_NODE_9257_length_5691_cov_3.409957	5691	5691	Low-quality	No	10	5	11.05	0		6.43	91.4	iPHoP-RF;93.70
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	ELSC_Tui_Malila_T2_NODE_1245_length_28030_cov_2.471885	28030	28030	Low-quality	No	43	13	48.9	0		9.19	91.1	blast;93.50 iPHoP-RF;88.90
d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella	MAR_Rainbow_354-166_scaffold_9498_c1	7561	7561	Low-quality	No	13	5	14.74	0		4.75	90.6	blast;93.00 iPHoP-RF;85.70
