user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
ELSC_A1_maxbin2_053	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRKV01;g__DRKV01;s__DRKV01 sp011051635	GCA_011051635.1	95	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRKV01;g__DRKV01;s__DRKV01 sp011051635	96.47	0.79	GCA_011051635.1	95	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRKV01;g__DRKV01;s__DRKV01 sp011051635	96.47	0.79	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	35.28	11	N/A	Genome has more than 10.0% of markers with multiple hits
ELSC_A1_maxbin2_057_VB	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAADEQ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013153345.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAADEQ01;s__JAADEQ01 sp013153345	77.59	0.22	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAADEQ01;s__	taxonomic classification defined by topology and ANI	N/A	N/A	82.51	11	0.922219979	N/A
ELSC_A1_maxbin2_065	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCF-002020875;f__GRL18;g__GRL18;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCF-002020875;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	89.22	11	0.909962463	N/A
ELSC_A1_maxbin2_071	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	44.55	11	0.555359202	N/A
ELSC_A1_maxbin2_076	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__JAADEN01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013153375.1	95	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__JAADEN01;s__JAADEN01 sp013153375	83.84	0.63	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__JAADEN01;s__	taxonomic classification defined by topology and ANI	N/A	N/A	60.45	11	0.977105289	N/A
ELSC_A1_maxbin2_088	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__UBA11858;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__;s__	taxonomic novelty determined using RED	N/A	N/A	48.08	11	0.916636064	N/A
ELSC_A1_maxbin2_093	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__	ANI	N/A	"GCA_003978395.1, s__UBA1140 sp003978395, 95.0, 78.7, 0.38; GCA_902727895.1, s__UBA1140 sp902727895, 95.0, 78.2, 0.35; GCA_902727905.1, s__UBA1140 sp902727905, 95.0, 78.17, 0.31; GCA_902727995.1, s__UBA1140 sp902727995, 95.0, 78.12, 0.34; GCA_902727915.1, s__UBA1140 sp902727915, 95.0, 78.12, 0.36; GCA_002311915.1, s__UBA1140 sp002311915, 95.0, 77.91, 0.3; GCA_902727935.1, s__UBA1140 sp902727935, 95.0, 77.62, 0.37"	59.62	11	0.962926147	Genome has more than 10.8% of markers with multiple hits
ELSC_A1_maxbin2_094	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__NBLH01;g__NBLH01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	48.8	11	0.897738522	N/A
ELSC_A1_maxbin2_109	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__UWMA-0217;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011330835.1	95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__UWMA-0217;g__HyVt-560;s__HyVt-560 sp011330835	79.43	0.21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__UWMA-0217;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	73.56	11	0.823434101	N/A
ELSC_A1_maxbin2_115_VB	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	51.12	11	0.772988147	N/A
ELSC_A1_maxbin2_146	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__JACNJF01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__;s__	taxonomic novelty determined using RED	N/A	N/A	84.34	11	0.862798787	N/A
ELSC_A1_maxbin2_163	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	34.78	11	0.811629806	N/A
ELSC_A1_maxbin2_166	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	77.92	11	0.699494682	N/A
ELSC_A1_maxbin2_171	d__Bacteria;p__SpSt-318;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	78.58	11	0.362006498	N/A
ELSC_A1_maxbin2_175	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAAYZQ01;f__JAAYZQ01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_012514775.1	95	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAAYZQ01;f__JAAYZQ01;g__JAAYZQ01;s__JAAYZQ01 sp012514775	77.2	0.23	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	51.74	11	0.801762745	N/A
ELSC_A1_maxbin2_179	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__GCA-2746605;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	52.81	11	0.892641141	N/A
ELSC_A1_maxbin2_213	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__B4-G1;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__B4-G1;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	52.85	11	0.823753481	N/A
ELSC_A1_maxbin2_222	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	ANI	N/A	"GCF_001595645.1, s__Sulfurovum riftiae, 95.0, 78.52, 0.37; GCF_000987835.1, s__Sulfurovum lithotrophicum, 95.0, 78.14, 0.33; GCF_000010345.1, s__Sulfurovum sp000010345, 95.0, 77.96, 0.33; GCA_003934925.1, s__Sulfurovum sp003934925, 95.0, 77.65, 0.23; GCA_011048515.1, s__Sulfurovum sp011048515, 95.0, 77.07, 0.22"	82.67	11	0.96147453	N/A
ELSC_A1_maxbin2_227	d__Bacteria;p__KSB1;c__UBA2214;o__JdFR-76;f__JdFR-76;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__KSB1;c__UBA2214;o__JdFR-76;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	58.37	11	0.756421028	N/A
ELSC_A1_maxbin2_229	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_003945285.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas;s__Hydrogenimonas sp003945285	79.57	0.72	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas;s__	taxonomic classification defined by topology and ANI	N/A	N/A	69.86	11	0.960156632	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ELSC_A1_maxbin2_232	d__Bacteria;p__Calescibacterota;c__Calescibacteriia;o__DRYD01;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Calescibacterota;c__Calescibacteriia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	66.71	11	0.579144128	N/A
ELSC_A1_maxbin2_234	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__;s__	taxonomic novelty determined using RED	N/A	N/A	39.01	11	0.898046338	N/A
ELSC_A1_maxbin2_245	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005;s__	N/A	N/A	N/A	N/A	N/A	GCA_011192085.1	95	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005;s__M2005 sp011192085	82.16	0.58	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_011371305.1, s__M2005 sp011371305, 95.0, 81.68, 0.5"	82.57	11	0.962054289	N/A
ELSC_A1_maxbin2_267	d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__JAADDV01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013153795.1	95	d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__JAADDV01;s__JAADDV01 sp013153795	79.43	0.31	d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	52.67	11	0.940405825	N/A
ELSC_A1_maxbin2_278	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Nitratifractor;s__	N/A	N/A	N/A	N/A	N/A	GCF_000186245.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Nitratifractor;s__Nitratifractor salsuginis	79.81	0.55	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	64.92	11	0.937369228	N/A
ELSC_A1_maxbin2_288	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__JAAYCJ01;f__JAAYCJ01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__JAAYCJ01;f__JAAYCJ01;g__;s__	taxonomic novelty determined using RED	N/A	N/A	65.69	11	0.833489942	N/A
ELSC_A1_maxbin2_308	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__4572-78;g__DUEH01;s__	N/A	N/A	N/A	N/A	N/A	GCA_011192195.1	95	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__4572-78;g__DUEH01;s__DUEH01 sp011192195	83.84	0.45	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__4572-78;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	41.41	11	0.959131801	N/A
ELSC_A1_maxbin2_326	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Thiolapillus;s__	N/A	N/A	N/A	N/A	N/A	GCA_003972985.1	95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Thiolapillus;s__Thiolapillus sp003972985	81.77	0.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Thiolapillus;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_000828615.1, s__Thiolapillus brandeum, 95.0, 76.62, 0.2"	48.32	11	0.935090664	N/A
ELSC_A1_maxbin2_328	d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__;s__	taxonomic novelty determined using RED	N/A	N/A	45.3	11	0.828545772	N/A
ELSC_A1_maxbin2_339	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__DRQG01;s__DRQG01 abyssi_A	GCA_011369465.1	95	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__DRQG01;s__DRQG01 abyssi_A	95.43	0.88	GCA_011369465.1	95	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__DRQG01;s__DRQG01 abyssi_A	95.43	0.88	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	51.5	11	N/A	N/A
ELSC_A1_maxbin2_366	d__Bacteria;p__Calescibacterota;c__Calescibacteriia;o__DRYD01;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Calescibacterota;c__Calescibacteriia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	41.53	11	0.558286512	N/A
ELSC_A1_maxbin2_367	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAAXPZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	79.31	11	0.877744135	N/A
ELSC_A1_maxbin2_378	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__JAADDB01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	63.55	11	0.742873102	N/A
ELSC_A1_maxbin2_388	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__JAADCZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013154175.1	95	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__JAADCZ01;s__JAADCZ01 sp013154175	77.9	0.31	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	57.59	11	0.927363532	N/A
ELSC_A1_maxbin2_396	d__Bacteria;p__Omnitrophota;c__Koll11;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Omnitrophota;c__Koll11;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	54.3	11	0.537273792	N/A
ELSC_A1_maxbin2_403	d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella;s__Persephonella sp000703085	GCF_000703085.1	95	d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella;s__Persephonella sp000703085	98.77	0.91	GCF_000703085.1	95	d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella;s__Persephonella sp000703085	98.77	0.91	d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_000703045.1, s__Persephonella sp000703045, 95.0, 93.88, 0.91; GCF_900215515.1, s__Persephonella hydrogeniphila, 95.0, 78.81, 0.5; GCA_013153295.1, s__Persephonella sp013153295, 95.0, 78.54, 0.31; GCF_000021565.1, s__Persephonella marina, 95.0, 77.69, 0.35; GCA_013153235.1, s__Persephonella sp013153235, 95.0, 77.63, 0.34"	50.37	11	N/A	N/A
ELSC_A1_maxbin2_408	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__SLSP01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	48.92	11	0.775652461	N/A
ELSC_A1_maxbin2_418	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	62.22	11	0.742941338	N/A
ELSC_A1_maxbin2_421	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	43.4	11	0.542032986	N/A
ELSC_A1_maxbin2_429	d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__DSFT01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	41.08	11	0.775123222	N/A
ELSC_A1_maxbin2_431	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	ANI	N/A	"GCF_000987835.1, s__Sulfurovum lithotrophicum, 95.0, 77.76, 0.22; GCF_000010345.1, s__Sulfurovum sp000010345, 95.0, 77.71, 0.23; GCF_001595645.1, s__Sulfurovum riftiae, 95.0, 77.42, 0.31; GCA_011048515.1, s__Sulfurovum sp011048515, 95.0, 77.15, 0.06"	55.67	11	0.92116822	N/A
ELSC_A1_maxbin2_441	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__;s__	taxonomic novelty determined using RED	N/A	N/A	60.87	11	0.918110172	Genome has more than 12.5% of markers with multiple hits
ELSC_A1_maxbin2_442	d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__DSFT01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	51.8	11	0.762259356	N/A
ELSC_A1_maxbin2_445	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__M2005;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__J102;g__;s__	taxonomic novelty determined using RED	N/A	N/A	65.34	11	0.930835653	N/A
ELSC_A1_metabat1_008	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__UM-FILTER-49-7;f__UM-FILTER-49-7;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	52.93	11	0.711381362	N/A
ELSC_A1_metabat1_023	d__Bacteria;p__SZUA-79;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	53.8	11	0.372455677	N/A
ELSC_A1_metabat1_024	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__UM-FILTER-49-7;f__UM-FILTER-49-7;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	51.9	11	0.719889398	N/A
ELSC_A1_metabat1_029	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA4473;f__UBA4473;g__OLZORAL124-38-8;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA4473;f__UBA4473;g__;s__	taxonomic novelty determined using RED	N/A	N/A	77.7	11	0.867782454	N/A
ELSC_A1_metabat1_045	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__;s__	taxonomic novelty determined using RED	N/A	N/A	51.7	11	0.809771396	N/A
ELSC_A1_metabat1_058	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__JAADGY01;f__JAADGY01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	66.81	11	0.829476209	N/A
ELSC_A1_metabat1_067	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	38.95	11	0.699336901	N/A
ELSC_A1_metabat1_088_VB	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	43.9	11	0.683536554	N/A
ELSC_A1_metabat1_096	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__	ANI	N/A	"GCA_902727995.1, s__UBA1140 sp902727995, 95.0, 79.33, 0.34; GCA_003978395.1, s__UBA1140 sp003978395, 95.0, 78.72, 0.37; GCA_902727895.1, s__UBA1140 sp902727895, 95.0, 78.72, 0.42; GCA_002311915.1, s__UBA1140 sp002311915, 95.0, 78.63, 0.35; GCA_902727905.1, s__UBA1140 sp902727905, 95.0, 78.6, 0.31; GCA_902727935.1, s__UBA1140 sp902727935, 95.0, 78.53, 0.39; GCA_902727915.1, s__UBA1140 sp902727915, 95.0, 78.18, 0.39; GCF_010892395.1, s__UBA1140 sp010892395, 95.0, 78.08, 0.24; GCA_013153055.1, s__UBA1140 sp013153055, 95.0, 77.54, 0.3"	34.39	11	0.960614205	N/A
ELSC_A1_metabat1_111_VB	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Caldithrix;s__	N/A	N/A	N/A	N/A	N/A	GCF_001886815.1	95	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Caldithrix;s__Caldithrix abyssi	76.83	0.23	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Caldithrix;s__	taxonomic classification defined by topology and ANI	N/A	N/A	69.53	11	0.931767672	N/A
ELSC_A1_metabat1_121	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__JAADCZ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013154175.1	95	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__JAADCZ01;s__JAADCZ01 sp013154175	77.55	0.29	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	42.58	11	0.928662254	N/A
