user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
ELSC_M17_metabat2_288	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRKI01;s__	N/A	N/A	N/A	N/A	N/A	GCA_015484845.1	95	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRKI01;s__DRKI01 sp015484845	90.92	0.851	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__DRKI01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_011051875.1, s__DRKI01 sp011051875, 95.0, 86.98, 0.811"	68.92	11	0.97004	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ELSC_M1_maxbin2_009	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	N/A	N/A	N/A	N/A	N/A	GCA_015493425.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp015493425	89.24	0.782	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_014931715.1, s__Sulfurovum indicum, 95.0, 79.53, 0.292; GCA_024279555.1, s__Sulfurovum sp024279555, 95.0, 78.98, 0.416; GCA_015490315.1, s__Sulfurovum sp015490315, 95.0, 78.83, 0.333; GCF_001595645.1, s__Sulfurovum riftiae, 95.0, 78.18, 0.292; GCA_020525365.1, s__Sulfurovum sp020525365, 95.0, 78.11, 0.119; GCA_003934925.1, s__Sulfurovum sp003934925, 95.0, 78.0, 0.193; GCA_004377245.1, s__Sulfurovum sp004377245, 95.0, 77.99, 0.053; GCF_000987835.1, s__Sulfurovum lithotrophicum, 95.0, 77.98, 0.309; GCF_000010345.1, s__Sulfurovum sp000010345, 95.0, 77.86, 0.321; GCA_015493435.1, s__Sulfurovum sp015493435, 95.0, 77.72, 0.325; GCA_913055205.1, s__Sulfurovum sp913055205, 95.0, 77.66, 0.156; GCA_024637255.1, s__Sulfurovum sp024637255, 95.0, 77.6, 0.091; GCA_024762315.1, s__Sulfurovum sp024762315, 95.0, 77.39, 0.21; GCF_019972115.1, s__Sulfurovum sp019972115, 95.0, 77.35, 0.111; GCA_002733355.1, s__Sulfurovum sp002733355, 95.0, 77.34, 0.086; GCA_011048515.1, s__Sulfurovum sp011048515, 95.0, 77.34, 0.156; GCF_019972135.1, s__Sulfurovum sp019972135, 95.0, 77.3, 0.132; GCA_013607775.1, s__Sulfurovum sp013607775, 95.0, 77.28, 0.123; GCA_015661795.1, s__Sulfurovum sp015661795, 95.0, 77.23, 0.045; GCA_002403155.1, s__Sulfurovum sp002403155, 95.0, 77.19, 0.082; GCA_002742845.1, s__Sulfurovum sp002742845, 95.0, 77.15, 0.07; GCA_002085305.1, s__Sulfurovum sp002085305, 95.0, 77.14, 0.066; GCA_014763895.1, s__Sulfurovum sp014763895, 95.0, 77.11, 0.107; GCA_002733215.1, s__Sulfurovum sp002733215, 95.0, 77.07, 0.152; GCA_023955225.1, s__Sulfurovum sp023955225, 95.0, 77.0, 0.111; GCA_016744875.1, s__Sulfurovum sp016744875, 95.0, 77.0, 0.107; GCF_023213175.1, s__Sulfurovum sp023213175, 95.0, 76.93, 0.148; GCA_014763885.1, s__Sulfurovum sp014763885, 95.0, 76.92, 0.177; GCA_021166685.1, s__Sulfurovum sp021166685, 95.0, 76.91, 0.078; GCA_020726105.1, s__Sulfurovum sp020726105, 95.0, 76.86, 0.07; GCA_015661535.1, s__Sulfurovum sp015661535, 95.0, 76.81, 0.107; GCA_003978375.1, s__Sulfurovum sp003978375, 95.0, 76.8, 0.053; GCA_015663065.1, s__Sulfurovum sp015663065, 95.0, 76.79, 0.107; GCF_000296775.1, s__Sulfurovum sp000296775, 95.0, 76.76, 0.119; GCA_011330645.1, s__Sulfurovum sp011330645, 95.0, 76.71, 0.111; GCA_902727855.1, s__Sulfurovum sp902727855, 95.0, 76.68, 0.091; GCA_002281755.1, s__Sulfurovum sp002281755, 95.0, 76.68, 0.111; GCA_011391015.1, s__Sulfurovum sp011391015, 95.0, 76.65, 0.103; GCA_021647715.1, s__Sulfurovum sp021647715, 95.0, 76.53, 0.091; GCA_003646505.1, s__Sulfurovum sp003646505, 95.0, 76.06, 0.045; GCA_013139765.1, s__Sulfurovum sp013139765, 95.0, 76.05, 0.053; GCA_021159425.1, s__Sulfurovum sp021159425, 95.0, 75.95, 0.078; GCA_020719895.1, s__Sulfurovum sp020719895, 95.0, 75.77, 0.066"	71.5	11	0.99749	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ELSC_M1_maxbin2_022	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__JAADED01;g__WGBX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_015494075.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__JAADED01;g__WGBX01;s__WGBX01 sp015494075	79.38	0.532	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__JAADED01;g__WGBX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_015489265.1, s__WGBX01 sp015489265, 95.0, 78.74, 0.416; GCA_015493405.1, s__WGBX01 sp015493405, 95.0, 78.3, 0.331; GCA_024763015.1, s__WGBX01 sp024763015, 95.0, 77.12, 0.136"	52.19	11	0.97258	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ELSC_M1_maxbin2_037	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Sulfurivirga;s__	N/A	N/A	N/A	N/A	N/A	GCA_015490265.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Sulfurivirga;s__Sulfurivirga sp015490265	91.32	0.854	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Sulfurivirga;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_900141795.1, s__Sulfurivirga caldicuralii, 95.0, 80.09, 0.627; GCA_015661715.1, s__Sulfurivirga caldicuralii_A, 95.0, 77.93, 0.38"	72.04	11	0.98894	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ELSC_M1_maxbin2_046	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_000147355.1, s__Sulfurimonas autotrophica, 95.0, 79.64, 0.534; GCF_014905135.1, s__Sulfurimonas paralvinellae, 95.0, 79.53, 0.439; GCA_013607665.1, s__Sulfurimonas sp013607665, 95.0, 79.43, 0.405; GCA_015488615.1, s__Sulfurimonas sp015488615, 95.0, 79.43, 0.384; GCF_009192995.1, s__Sulfurimonas indica, 95.0, 79.26, 0.5; GCA_015662405.1, s__Sulfurimonas autotrophica_A, 95.0, 79.24, 0.362; GCF_009068765.1, s__Sulfurimonas hydrogeniphila, 95.0, 79.14, 0.407; GCF_000242915.1, s__Sulfurimonas gotlandica, 95.0, 79.11, 0.328; GCA_021766785.1, s__Sulfurimonas sp021766785, 95.0, 79.01, 0.344; GCA_024762745.1, s__Sulfurimonas sp024762745, 95.0, 78.95, 0.249; GCA_002733945.2, s__Sulfurimonas sp002733945, 95.0, 78.93, 0.331; GCA_002335055.1, s__Sulfurimonas sp002335055, 95.0, 78.89, 0.349; GCA_021107375.1, s__Sulfurimonas sp021107375, 95.0, 78.87, 0.278; GCA_018698455.1, s__Sulfurimonas sp018698455, 95.0, 78.82, 0.325; GCA_016764205.1, s__Sulfurimonas sp016764205, 95.0, 78.78, 0.204; GCF_017357825.1, s__Sulfurimonas sp017357825, 95.0, 78.77, 0.381; GCA_021157485.1, s__Sulfurimonas sp021157485, 95.0, 78.77, 0.349; GCA_021648285.1, s__Sulfurimonas sp021648285, 95.0, 78.77, 0.28; GCA_002732645.1, s__Sulfurimonas sp002732645, 95.0, 78.75, 0.235; GCA_016744025.1, s__Sulfurimonas sp016744025, 95.0, 78.74, 0.354; GCA_024513425.1, s__Sulfurimonas sp024513425, 95.0, 78.71, 0.394; GCF_014905115.1, s__Sulfurimonas sediminis, 95.0, 78.67, 0.455; GCA_015487265.1, s__Sulfurimonas sp015487265, 95.0, 78.66, 0.392; GCF_014905095.1, s__Sulfurimonas sp014905095, 95.0, 78.66, 0.365; GCA_015487435.1, s__Sulfurimonas sp015487435, 95.0, 78.61, 0.278; GCA_021157665.1, s__Sulfurimonas sp021157665, 95.0, 78.57, 0.36; GCA_011391635.1, s__Sulfurimonas sp011391635, 95.0, 78.55, 0.31; GCA_021648405.1, s__Sulfurimonas sp021648405, 95.0, 78.55, 0.259; GCA_002781365.1, s__Sulfurimonas sp002781365, 95.0, 78.54, 0.347; GCA_016938175.1, s__Sulfurimonas sp016938175, 95.0, 78.5, 0.315; GCA_022712775.1, s__Sulfurimonas sp022712775, 95.0, 78.47, 0.222; GCA_024762705.1, s__Sulfurimonas sp024762705, 95.0, 78.47, 0.306; GCA_013153755.1, s__Sulfurimonas sp013153755, 95.0, 78.42, 0.31; GCA_001829625.1, s__Sulfurimonas sp001829625, 95.0, 78.36, 0.265; GCA_013791885.1, s__Sulfurimonas sp013791885, 95.0, 78.35, 0.328; GCA_014381585.1, s__Sulfurimonas ponti, 95.0, 78.33, 0.296; GCA_018824795.1, s__Sulfurimonas sp018824795, 95.0, 78.3, 0.303; GCF_015265475.1, s__Sulfurimonas marisnigri, 95.0, 78.3, 0.333; GCF_000445475.1, s__Sulfurimonas hongkongensis, 95.0, 78.29, 0.296; GCF_015265455.1, s__Sulfurimonas baltica, 95.0, 78.27, 0.32; GCA_023228785.1, s__Sulfurimonas sp023228785, 95.0, 78.27, 0.272; GCA_015663215.1, s__Sulfurimonas sp015663215, 95.0, 78.26, 0.259; GCA_016735225.1, s__Sulfurimonas sp016735225, 95.0, 78.22, 0.214; GCA_945883795.1, s__Sulfurimonas crateris_A, 95.0, 78.21, 0.302; GCA_021163845.1, s__Sulfurimonas sp021163845, 95.0, 78.19, 0.225; GCF_009258045.1, s__Sulfurimonas xiamenensis, 95.0, 78.14, 0.27; GCA_018825665.1, s__Sulfurimonas sp018825665, 95.0, 78.13, 0.212; GCA_022712845.1, s__Sulfurimonas sp022712845, 95.0, 78.12, 0.283; GCA_003978465.1, s__Sulfurimonas sp003978465, 95.0, 78.1, 0.299; GCA_016744115.1, s__Sulfurimonas sp016744115, 95.0, 78.1, 0.294; GCA_021648465.1, s__Sulfurimonas sp021648465, 95.0, 78.08, 0.299; GCA_024635885.1, s__Sulfurimonas sp024635885, 95.0, 78.06, 0.225; GCA_021161305.1, s__Sulfurimonas sp021161305, 95.0, 78.05, 0.24; GCA_015488855.1, s__Sulfurimonas sp015488855, 95.0, 78.04, 0.257; GCF_009258225.1, s__Sulfurimonas lithotrophica, 95.0, 78.01, 0.249; GCA_018822665.1, s__Sulfurimonas sp018822665, 95.0, 77.95, 0.27; GCA_945870785.1, s__Sulfurimonas crateris_B, 95.0, 77.91, 0.238; GCA_001829675.1, s__Sulfurimonas sp001829675, 95.0, 77.89, 0.238; GCA_001829715.1, s__Sulfurimonas sp001829715, 95.0, 77.8, 0.241; GCA_903903705.1, s__Sulfurimonas sp903903705, 95.0, 77.79, 0.159; GCA_002428085.1, s__Sulfurimonas sp002428085, 95.0, 77.76, 0.267; GCF_005217605.1, s__Sulfurimonas crateris, 95.0, 77.76, 0.19; GCA_016937915.1, s__Sulfurimonas sp016937915, 95.0, 77.72, 0.172; GCA_001873135.1, s__Sulfurimonas sp001873135, 95.0, 77.69, 0.275; GCA_019429335.1, s__Sulfurimonas sp019429335, 95.0, 77.69, 0.201; GCA_023229025.1, s__Sulfurimonas sp023229025, 95.0, 77.67, 0.249; GCA_001829785.1, s__Sulfurimonas sp001829785, 95.0, 77.66, 0.238; GCA_002899765.1, s__Sulfurimonas sp002899765, 95.0, 77.66, 0.233; GCA_002733155.1, s__Sulfurimonas sp002733155, 95.0, 77.65, 0.225; GCA_021732045.1, s__Sulfurimonas sp021732045, 95.0, 77.65, 0.267; GCA_023229105.1, s__Sulfurimonas sp023229105, 95.0, 77.64, 0.235; GCA_014859695.1, s__Sulfurimonas sp014859695, 95.0, 77.56, 0.217; GCF_000012965.1, s__Sulfurimonas denitrificans, 95.0, 77.41, 0.302; GCA_002452425.1, s__Sulfurimonas sp002452425, 95.0, 77.39, 0.164; GCA_013607635.1, s__Sulfurimonas sp013607635, 95.0, 77.39, 0.201; GCA_022729795.1, s__Sulfurimonas sp022729795, 95.0, 77.27, 0.214"	82.72	11	0.97269	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ELSC_M1_maxbin2_055	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Sulfurivirga;s__	N/A	N/A	N/A	N/A	N/A	GCF_900141795.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Sulfurivirga;s__Sulfurivirga caldicuralii	81.35	0.645	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Sulfurivirga;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_015490265.1, s__Sulfurivirga sp015490265, 95.0, 79.19, 0.472; GCA_015661715.1, s__Sulfurivirga caldicuralii_A, 95.0, 77.66, 0.294"	55.37	11	0.9581	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ELSC_M1_maxbin2_082	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__GCA-2401635;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__GCA-2401635;s__	ANI	classification based on placement in class-level tree	"GCA_913055645.1, s__GCA-2401635 sp913055645, 95.0, 78.55, 0.388; GCA_002746295.2, s__GCA-2401635 sp002746295, 95.0, 78.05, 0.275; GCA_002401635.1, s__GCA-2401635 sp002401635, 95.0, 77.53, 0.306"	70.05	11	0.93812	N/A
ELSC_M1_metabat1_006	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAADEQ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_015490055.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAADEQ01;s__JAADEQ01 sp015490055	89.03	0.807	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAADEQ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_024762845.1, s__JAADEQ01 sp024762845, 95.0, 77.7, 0.293; GCA_013153345.1, s__JAADEQ01 sp013153345, 95.0, 76.85, 0.197; GCA_013153675.1, s__JAADEQ01 sp013153675, 95.0, 76.63, 0.185"	81.25	11	0.98859	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ELSC_M1_metabat1_016	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor;s__	N/A	N/A	N/A	N/A	N/A	GCA_015494505.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor;s__Nitratiruptor sp015494505	84.72	0.734	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitratiruptor;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_015494535.1, s__Nitratiruptor sp015494535, 95.0, 78.02, 0.263; GCF_016593235.1, s__Nitratiruptor sp016593235, 95.0, 77.41, 0.199; GCF_900176045.1, s__Nitratiruptor tergarcus, 95.0, 77.31, 0.137; GCA_015494595.1, s__Nitratiruptor sp015494595, 95.0, 76.93, 0.14"	84.47	11	0.98083	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ELSC_M1_metabat1_018	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAADEQ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013153345.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAADEQ01;s__JAADEQ01 sp013153345	78.19	0.35	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAADEQ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_013153675.1, s__JAADEQ01 sp013153675, 95.0, 77.27, 0.338; GCA_015490055.1, s__JAADEQ01 sp015490055, 95.0, 76.97, 0.167; GCA_024762845.1, s__JAADEQ01 sp024762845, 95.0, 76.37, 0.119"	93.62	11	0.91919	N/A
ELSC_M1_metabat1_021	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__QOAS01;g__QOAS01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__QOAS01;g__QOAS01;s__	ANI	classification based on placement in class-level tree	"GCA_003972855.1, s__QOAS01 sp003972855, 95.0, 77.93, 0.31; GCA_013154305.1, s__QOAS01 sp013154305, 95.0, 77.47, 0.264; GCA_012962155.1, s__QOAS01 sp012962155, 95.0, 76.97, 0.272; GCA_013153315.1, s__QOAS01 sp013153315, 95.0, 76.62, 0.213"	81.95	11	0.90277	N/A
ELSC_M1_metabat1_023	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.98	11	0.90395	N/A
ELSC_M1_metabat1_026	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__S140-46;g__S140-46;s__	N/A	N/A	N/A	N/A	N/A	GCA_015491585.1	95	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__S140-46;g__S140-46;s__S140-46 sp015491585	78.53	0.507	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__S140-46;g__S140-46;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	55.31	11	0.85883	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ELSC_M1_metabat1_041	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Ghiorsea;s__	N/A	N/A	N/A	N/A	N/A	GCF_000744415.1	95	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Ghiorsea;s__Ghiorsea bivora	85.71	0.745	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Ghiorsea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_015663235.1, s__Ghiorsea sp015663235, 95.0, 79.73, 0.523; GCA_002401135.1, s__Ghiorsea sp002401135, 95.0, 79.18, 0.424; GCA_021772875.1, s__Ghiorsea sp021772875, 95.0, 78.03, 0.298; GCA_002323245.1, s__Ghiorsea sp002323245, 95.0, 76.88, 0.269"	91.76	11	0.98476	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ELSC_M1_metabat1_043	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax borkumensis	GCF_000009365.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax borkumensis	99.52	0.876	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
ELSC_M1_metabat2_003	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__PC08-66;s__	N/A	N/A	N/A	N/A	N/A	GCA_000830255.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__PC08-66;s__PC08-66 sp000830255	78	0.105	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__PC08-66;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	50.07	11	0.84987	N/A
ELSC_M1_metabat2_005_VB	d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Hydrogenothermus;s__	N/A	N/A	N/A	N/A	N/A	GCA_015519975.1	95	d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Hydrogenothermus;s__Hydrogenothermus sp015519975	86.51	0.785	d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Hydrogenothermus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_012961365.1, s__Hydrogenothermus sp012961365, 95.0, 77.52, 0.259; GCA_003978675.1, s__Hydrogenothermus sp003978675, 95.0, 77.49, 0.278; GCF_003688665.1, s__Hydrogenothermus marinus, 95.0, 77.27, 0.418; GCA_015490675.1, s__Hydrogenothermus sp015490675, 95.0, 77.15, 0.31"	44.01	11	0.9764	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ELSC_M1_metabat2_019	d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea;s__	N/A	N/A	N/A	N/A	N/A	GCA_015486965.1	95	d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea;s__Hippea sp015486965	78.06	0.198	d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_015490005.1, s__Hippea sp015490005, 95.0, 78.08, 0.18; GCA_015486705.1, s__Hippea sp015486705, 95.0, 77.92, 0.115; GCA_015486955.1, s__Hippea sp015486955, 95.0, 77.65, 0.174; GCF_000526195.1, s__Hippea sp000526195, 95.0, 77.35, 0.116; GCF_000194135.1, s__Hippea maritima, 95.0, 77.1, 0.128; GCF_000420385.1, s__Hippea alviniae, 95.0, 76.76, 0.125; GCF_000744435.1, s__Hippea jasoniae, 95.0, 76.61, 0.116"	77.2	11	0.93741	N/A
ELSC_M1_metabat2_020	d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea;s__	N/A	N/A	N/A	N/A	N/A	GCA_015490005.1	95	d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea;s__Hippea sp015490005	82.67	0.69	d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_015486705.1, s__Hippea sp015486705, 95.0, 82.58, 0.685; GCA_015486955.1, s__Hippea sp015486955, 95.0, 79.1, 0.436; GCF_000526195.1, s__Hippea sp000526195, 95.0, 78.65, 0.119; GCA_015486965.1, s__Hippea sp015486965, 95.0, 77.3, 0.186; GCF_000420385.1, s__Hippea alviniae, 95.0, 77.01, 0.134; GCF_000194135.1, s__Hippea maritima, 95.0, 76.9, 0.158; GCF_000744435.1, s__Hippea jasoniae, 95.0, 76.39, 0.114"	89.99	11	0.98024	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ELSC_M1_metabat2_024	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__S009-33;s__	N/A	N/A	N/A	N/A	N/A	GCA_015489035.1	95	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__S009-33;s__S009-33 sp015489035	79.07	0.333	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__S009-33;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	55.15	4	0.88279	N/A
ELSC_M1_metabat2_028	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__MONJU;s__	N/A	N/A	N/A	N/A	N/A	GCA_024712425.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__MONJU;s__MONJU sp024712425	82.27	0.655	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__MONJU;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_000801295.1, s__MONJU sp000801295, 95.0, 82.46, 0.67; GCA_019356535.1, s__MONJU sp019356535, 95.0, 82.02, 0.679; GCA_024762475.1, s__MONJU sp024762475, 95.0, 80.75, 0.559; GCA_003696905.1, s__MONJU sp003696905, 95.0, 80.35, 0.49; GCA_024510845.1, s__MONJU sp024510845, 95.0, 80.26, 0.556"	95.21	11	0.92001	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
